,news_content,impact_type
1111,"Cyber attacks and other misconduct are becoming more common and threatening, with increased sophistication and frequency, which could result in targeted attacks.",Negative
1112,"Attacks on the internet and other forms of misconduct are becoming more common and threatening, with increased sophistication and frequency, which could result in being targeted.",Negative
1113,"Attacks on the internet and other forms of misconduct are becoming more common and threatening, with increased sophistication and frequency, which can lead to targeted attacks.",Negative
1114,"In particular, cyber attacks and other misconduct are increasingly threatening in intense, sophistication, and frequency, and may be targeted for such attacks.",Negative
1115,"If this situation arises, it could result in the disclosure of confidential data, information service functions, and operation support functions of Toyota products, as well as potential legal consequences such as fines and lawsuits.",Negative
1116,"If this situation arises, it could result in the disclosure of confidential data, information service functions, and operation support functions of Toyota products, as well as potential legal consequences such as fines and lawsuits. Additionally, there is a possibility that obligations may be imposed.",Negative
1117,"A situation like this could result in the disclosure of confidential data, information service functions, and operation support functions of Toyota products, as well as potential legal consequences such as fines and litigation. Additionally, there is a chance that obligations may be imposed.",Negative
1118,"A situation like this could result in the disclosure of confidential data, information service functions, and operation support functions of Toyota products, as well as potential legal consequences such as fines and litigation.",Negative
1119,"In the event of such a situation, in addition to negative effects on important tasks, leakage of confidential data, information service functions and operation support functions of Toyota products, legal claims, litigation, liability, and fines. There is a possibility that obligations will occur.",Negative
1120,"Toyota and its suppliers are confronted with a significant increase in raw materials used for manufacturing, including steel, precious metals, non-ferrous metal (NME), and resin-related parts, which may have adverse effects on their future profitability.",Negative
1121,"Toyota and its suppliers are confronted with a significant increase in raw materials used for manufacturing, including steel, precious metals, non-ferrous metal (NME), and resin-related parts, which may have adverse effects on their future profitability due to the absence of product transferable costs.",Negative
1122,"Due to the increase in raw materials used by Toyota and its suppliers for manufacturing, such as steel (tyreine, alloy), resin-related parts (including aerosis), these costs may rise due to product availability. If these expenses cannot be passed on to customers or the supplier cannot manage to absorb them adequately, it could have negative effects on Toyota's future profitability.",Negative
1123,"Due to the increase in raw materials used by Toyota and its suppliers for manufacturing, such as steel (tyreine, alloy), resin-related parts (including aerosis), these costs may rise due to product availability. If these expenses cannot be passed on to customers or the supplier cannot manage to absorb them adequately, it could have negative effects on Toyota's future profits.",Negative
1124,"The rise in raw materials used by Toyota and Toyota suppliers for manufacturing, such as steel, precious metals, non -ferrous metals (aluminum, etc.), resin -related parts, will lead to an increase in parts and manufacturing costs, and these costs are products. As a result of not being able to pass on to the selling price or the supplier cannot absorb these costs sufficiently, it may adversely affect Toyota's future profitability.",Negative
1125,"Toyota is subject to a range of legal measures, such as manufacturing liability and intellectual property infringement claims.",Negative
1126,"Toyota may be subject to a range of legal measures, such as manufacturing liability and intellectual property infringement claims.",Negative
1127,Infringement of intellectual property rights and manufacturing liability are among the other legal measures that Toyota may be subject to.,Negative
1128,"There are multiple legal measures that Toyota can take, including manufacturing liability and intellectual property infringement claims.",Negative
1129,"Toyota may be a party to various legal procedures, such as manufacturing liability and infringement of intellectual ownership.",Negative
1130,"In the event that Toyota purchases materials, parts, and other resources for manufacturing or selling them in the primary market, its business operations may be delayed.",Negative
1131,"In the event that Toyota purchases materials, parts, and other resources for manufacturing or selling them in the primary market, its business operations may be affected.",Negative
1132,"Toyota's business operations may be delayed if it purchases materials, parts, or other resources for manufacturing products or in the primary market where these items are manufactured, distributed, and sold.",Negative
1133,"Whenever Toyota purchases materials and parts for manufacturing or in the primary market where products are manufactured, distributed, and sold, its business management may experience delays.",Negative
1134,"If Toyota procures materials, parts, materials, etc. for manufacturing products, or in the main market where Toyota products are manufactured, distributed, and sold, Toyota's business management or if these situations occur. You may be delayed.",Negative
1135,"The Group's VG2.0 video captures an increasing awareness of social problems such as the scarcity of labor, the declining birthrate, rising population, and climate change.",Negative
1136,"The Group's VG2.0 video captures an increasing awareness of social problems such as the scarcity of labor, the declining birthrate, advanced age, and climate change.",Negative
1137,"From its VG2.0 footage, the Group is becoming more and more aware of social problems like labor shortages, declining birthrate, aging population, and climate change on an annual basis.",Negative
1138,"From its VG2.0 footage, the Group is becoming more and more aware of social problems like labor shortages, declining birthrate, aging population, and climate change.",Negative
1139,"Social issues such as the labor shortage, the declining birthrate and aging population, and climate change that the Group captured in VG2.0 is becoming more apparent year by year.",Negative
1140,"A wide area in a broad area, unexpected disasters and infections arise due to the rise of climate change-related hazards and unmatched infections. Furthermore, there is also function disruption.",Negative
1141,"Due to the rise of climate change-related disasters and unreported infections, there are unexpected disaster after disaster and infection after infection spread across a wide area. Additionally, functions have been suspended.",Negative
1142,"A wide area in a broad area, unexpected disasters and infections arise due to the rise of climate change-related hazards and unmatched infections. Furthermore, there is also function suspension.",Negative
1143,"Due to the rise of climate change-related disasters and unreported infections, there are unexpected disaster after disaster and infection after infection spread across a wide area. Furthermore, functions have been suspended.",Negative
1144,"Among them, considering the increase in disasters associated with climate change and the occurrence of unmatched infections, there are unexpected disasters and infections, and a wide area in a wide area. There is also a suspension of functions.",Negative
1145,"Unforeseen disasters, business partners, and infectious diseases can hinder the provision of parts from suppliers and a customer's access to their products.",Negative
1146,"Unforeseen disasters, business partners, and infectious diseases can hinder the provision of parts from suppliers and a customer's access to products.",Negative
1147,The supply of parts from suppliers and supplying products to customers may be hindered by unexpected disasters such as business partners or infectious diseases.,Negative
1148,Supplying products to customers and obtaining parts from suppliers can be hindered by unexpected disasters such as business partners or infectious diseases.,Negative
1149,"In addition, unexpected disasters (natural disasters, business partners, etc.) and infectious diseases may interfere with procurement of parts from suppliers and supplying products to customers.",Negative
1150,"Concerning the information, there are various types of incidents that can occur, such as fraudulent diversion of third parties, violations of legal regulations, unexpected destruction and falsification of important data, leakage, system suspension, and so on.",Negative
1151,"Concerning the information, there are various types of incidents that can occur, such as fraudulent diversion of third parties, violations of legal regulations, unexpected destruction and falsification of important data, leakage, system suspension, and more.",Negative
1152,"With respect to this type of information, there may be situations where fraudulent diversion by third parties, violation of legal regulations, beyond-estimated cyber attacks, and other unexpected circumstances such as destruction and falsification of important data, leakage or suspension of systems are possible.",Negative
1153,"With respect to this type of information, there may be situations where fraudulent diversion by third parties, violation of legal regulations, beyond-estimated cyber attacks, and other unexpected events such as destruction and falsification of important data, leakage or suspension of systems are possible.",Negative
1154,"Regarding this information, incidents such as fraudulent diversion of third parties due to theft and loss, violation of law regulations, cyber attacks beyond assumptions, other unexpected situations such as destruction and falsification of important data, information leakage, leakage, system suspension, etc. It may occur.",Negative
1155,Our group of products are facing difficulties in ensuring their use in challenging environments.,Negative
1156,Our group of products are facing challenges in ensuring their use in challenging environments.,Negative
1157,It is becoming increasingly challenging to ensure that our group products can withstand harsh environments.,Negative
1158,It is becoming increasingly difficult to ensure that our group products can withstand harsh environments.,Negative
1159,"It is becoming difficult to guarantee that the use of products in a variety of environments that are difficult to assume in our group products, such as the use of products in a variety of environments that are difficult to assume.",Negative
1160,"Our brand power, reliability, and sales may have been negatively impacted by large-scale recalls caused by product defects and the lack of early action in crisis situations.",Negative
1161,"Our brand power, reliability, and sales may have been negatively impacted by large-scale recalls caused by product defects and the lack of early action in responding to crises.",Negative
1162,"This may have resulted in a decline in brand power, reliability, and sales due to large-scale recalls caused by product defects and the lack of early action or crisis response.",Negative
1163,"This may have resulted in a decline in brand power, reliability, and sales due to large-scale recalls caused by product defects and the lack of early action during crisis situations.",Negative
1164,"For this reason, it is possible that our reliability, brand power decreased, and sales decline due to the occurrence of large -scale recalls due to product defects and the failure of crisis response such as initial action.",Negative
1165,"The rules, regulations, and laws are becoming more stringent each year, which could result in the violation of certain laws by the authorities. This could impact the group's financial performance and business performance, as well as administrative policies such as charitable contributions.",Negative
1166,"The rules, regulations, and laws are becoming more stringent each year, which could result in the violation of certain laws by the authorities. This could impact the group's financial performance and business performance, as well as administrative policies such as charitable contributions or criminal disposal.",Negative
1167,"The rigorous regulations and policies are becoming more stringent each year, and if the Group breaks these rules, the authorities may uncover or enforce changes to the group's financial performance and operations.",Negative
1168,"The rigorous regulations and policies are becoming more stringent each year, and if the Group breaks these rules, the authorities may uncover or enforce changes to the group's operations, administrative policies, such as charitable contributions.",Negative
1169,"The strictness of the rules and laws and regulations is increasing year by year, and if the Group has violated these laws and regulations, if the authorities have discovered or determined, the Group's Group, the Group, the administrative policy, such as the contribution. , The subject of criminal disposal or damages litigation, and the group of the Group may be adversely affected, which may affect business performance and financial status.",Negative
1170,"A sudden incident in our Group results in an occupational accident that affects employees and facilities, affecting the provision of products and services, as well as the management performance and financial status of the Group. It may have an impact.",Negative
1171,"When an occupational accident occurs in our group, it impacts employees and facilities, affecting the provision of products and services, as well as the management performance and financial status of the Group. It may have an impact.",Negative
1172,"A sudden incident in our Group results in an occupational accident that affects employees and facilities, affecting the provision of products and services, as well as the management performance and financial status of the Group. It may have an impact on.",Negative
1173,"When an occupational accident occurs in our group, it impacts employees and facilities, affecting the provision of products and services, as well as the management performance and financial status of the Group. It may have an impact on those who are engaged in such activities.",Negative
1174,"In the group of our Group, an unexpected situation causes a occupational accident that affects employees and facilities, which hinders the supply of products and providing services, and the management performance and financial status of the Group. It may affect.",Negative
1175,The social evaluation of the Group may be negatively impacted by any inaccuracies in the management of occupational safety and health.,Negative
1176,The social evaluation of the Group may be negatively impacted by any failure to manage occupational safety and health.,Negative
1177,Neglecting occupational safety and health measures could have a negative impact on the Group's social evaluation.,Negative
1178,Neglecting occupational safety and health measures could have a negative impact on the Group's social appraisal.,Negative
1179,"If there is a defect in the management of occupational safety and health, it may adversely affect the social evaluation of the Group.",Negative
1180,"Risk factors such as environmental regulations, heightened expenses associated with them, the additional burden of environmental improvement initiatives, challenging adaptation to environmental laws, and unexpected situations may impact the Group's business performance and financial status.",Negative
1181,"Risk factors such as environmental regulations, heightened expenses associated with them, the additional burden of environmental improvement initiatives, challenging adaptation to environmental standards, and unexpected situations may impact the Group's business performance and financial status.",Negative
1182,There is a risk that the business being affected by environmental regulations may have an adverse effect on the Group's performance and financial position.,Negative
1183,"Increased business activities due to environmental regulations, heightened expenses associated with these regulations (including future environmental laws and regulations), the additional burden of environmental improvement efforts, the challenge of adapting to extreme environmental legislation, and unexpected situations may affect the Group's business performance and financial status.",Negative
1184,"Business due to environmental regulations, increased costs related to environmental regulations, such as in the future environmental -related laws and regulations, additional duty of environmental improvement efforts, extremely difficult to adapt to environmental regulations, and unexpected situations. There is a possibility that the loss of customers due to suspension, no response to environmental regulations, etc. may affect the business performance and financial status of the Group, and even the social evaluation of the Group. there is.",Negative
1185,"If the management of the company deteriorates due to the absence of management by the supplier or if the supply of parts is suspended, it could have an impact on the Group's financial position and business performance.",Negative
1186,"If the management of the company deteriorates due to the absence of management by the supplier or if the supply of parts is suspended, it may have an impact on the Group's financial position and business performance.",Negative
1187,Suspension of products or the management of the company deteriorates its business performance and financial status.,Negative
1188,"Suspension of products or the management of the company deteriorates its business performance and financial status, especially if there is a lack of management by the supplier.",Negative
1189,"If the management of the company deteriorates due to the lack of management of the supplier, if the supply of parts, etc. will be suspended, etc., it will affect the business performance and financial status of the Group if it leads to the suspension of products. There is a possibility.",Negative
1190,"The Group's business performance and financial status may be affected by a defect in the suppliers of parts, which can impact their ability to supply and sell those parts.",Negative
1191,"If there is a defect in the supplier of parts, it can impact the Group's business performance and financial status.",Negative
1192,"If there is a defect in the supplier of parts, it can impact the Group's business performance and financial status by hindering their ability to purchase parts and sell them.",Negative
1193,"The Group's business performance and financial status may be affected by a defect in the suppliers of parts, which can affect their ability to supply and sell those parts.",Negative
1194,"If there is a defect to the suppliers of parts, etc., it may affect the procurement of parts and sell the product, which may affect the business performance and financial status of the Group.",Negative
1195,"Furthermore, if the disclosure of IT technology is inappropriate and information is disseminated to society immediately through media like SNS, it will have an adverse impact on the Group's social reputation and affect your academic and financial standing.",Negative
1196,"Furthermore, if the disclosure of IT technology is inappropriate and information is disseminated to society immediately through media like SNS, it will have an adverse impact on the Group's social reputation and affect your academic and financial conditions.",Negative
1197,"The dissemination of inappropriate information about IT technology through media like SNS can have a negative impact on the Group's social reputation and management, as well as affect your academic and financial performance.",Negative
1198,"In addition, if IT technology is disclosed in an inappropriate manner and the information is disseminated to the public via immediate media channels like SNS, it will have a negative impact on the Group's social reputation and affect your academic and financial standing.",Negative
1199,"In addition, if inappropriate information disclosure of IT technology is made, information spreads to society instantly through media such as SNS, the social reputation of the Group will be adversely affected, and the management of the Group will be managed. It may affect your grades and financial conditions.",Negative
1200,The Group's financial status and management performance may be negatively impacted by the cost increase caused by tightening legal regulations in the future.,Negative
1201,The Group's financial status and management performance may be negatively impacted by the cost increase caused by stricter legal regulations in the future.,Negative
1202,"Moreover, the rise in expenditure caused by the stricter legal framework may have an unfavorable effect on the financial position and management performance of the Group in the future.",Negative
1203,"Moreover, the rise in expenditure caused by the stricter legal framework may have an adverse impact on the Group's financial position and management performance in the future.",Negative
1204,"In the future, the increase in cost due to the strengthening of legal regulations may adversely affect the management performance and financial status of the Group.",Negative
1205,"The Group's production amount is subject to the constraints of supply capabilities, logistics functions, supply and demand tightness, price fluctuations, or internal efforts to improve productivity.",Negative
1206,"The Group's production amount is subject to the constraints of supply capabilities, logistics functions, supply and demand tightness, price fluctuations, or internal efforts to increase productivity.",Negative
1207,"Therefore, the amount needed by the Group's production is subject to supply constraints, logistics functions, supply and demand tightness, price fluctuations, internal efforts to increase productivity, or parts procurement, as well as poor quality.",Negative
1208,"Therefore, the amount needed by the Group's production is subject to supply constraints, logistics functions, supply and demand tightness, price fluctuations, internal efforts to increase productivity, or parts procurement, among others.",Negative
1209,"Therefore, the amount required for the Group's production by the constraints of supply capabilities in the event of a disaster or the like, a decrease in logistics functions, the tightness of supply and demand, changes or destruction of contract conditions, etc. If it is difficult to do, or if the price of the raw materials that the Group has procured is soaring, if the effects of internal efforts such as improving productivity or passing to the price, etc., the effects or parts procured. If the quality is insufficient, the product production status may deteriorate and the cost increase, which may adversely affect the business performance and financial status of the Group.",Negative
1210,"Various economic and disability factors, including changes in laws and regulations, disadvantageous tax systems, recruitment challenges, infrastructure strikes, and social turmoil caused by terrorism, war, illness, or other factors.",Negative
1211,"Various economic and disability factors, including changes in laws and regulations, disadvantageous tax systems, recruitment challenges, infrastructure strikes, and social turmoil caused by terrorism, war, illness, etc.",Negative
1212,"Disadvantages, economic factors, export and export regulations affecting disabilities due to changes in laws and rules, disadvantageous tax systems, recruitment challenges, infrastructure strikes etc. Social turmoil caused by terrorism, war, illness, and other factors.",Negative
1213,"Disadvantages, economic factors, export and export regulations affecting disabilities due to changes in laws and rules, disadvantageous tax systems, recruitment challenges, infrastructure strikes etc. Social unrest caused by terrorism, war, illness, and other factors.",Negative
1214,"・ Disadvantages, economic factors, and export and export regulations on disabilities due to changes in laws and rules, disadvantageous tax systems, other regulations, recruitment of human resources, difficulty in recruitment, and infrastructure -strikes, etc.・ Social turmoil due to terrorism, war, illness, and other factors",Negative
1215,"A product failure due to unpredictable factors and significant recalls could negatively impact the financial performance and business operations of the Company's Group, resulting in high costs, brand reputation issues, and a loss of market trustworthiness.",Negative
1216,"A product failure due to unpredictable factors and significant recalls could negatively impact the financial performance and business operations of the Company's Group, resulting in high costs, brand reputation issues, and a loss of market trust.",Negative
1217,"If product defects arise due to unforeseeable circumstances and large-scale recalls occur, the Company's Group may face difficulties in achieving its business goals and financial stability, such as higher costs, a decline in brand reputation, and loss of market trust.",Negative
1218,"If product defects arise due to unforeseeable circumstances and large-scale recalls occur, the Company's Group may face difficulties in achieving its business goals and financial stability, such as higher costs, a decline in brand reputation, and loss of market confidence.",Negative
1219,"However, in the event that the product occurs due to unpredictable reasons and large -scale recalls occur, the business performance and finances of the Company's Group due to large costs, decrease in brand image, loss of market reliability, etc. It may have a negative effect on the state.",Negative
1220,"Despite taking precautions to ensure the security of information technology, networks, and systems, disruptions such as infrastructure malfunctions, cyber attacks, computer viruses, or loss of data may result in a decrease in the functionality of our products.",Negative
1221,"Despite taking precautions to ensure the security of information technology, networks, and systems, disruptions such as infrastructure malfunctions, cyber attacks, computer viruses, or loss of data may result in a decrease in the performance of our products.",Negative
1222,"Although information technology, networks, and systems have taken precautions to ensure their safety, they may face difficulties such as infrastructure malfunctions, cyber attacks, computer viruses, or other issues that could impact business operations, including data loss and confidential information leakage. As a result, the functionality of our products may be affected.",Negative
1223,"Although information technology, networks, and systems have taken precautions to ensure their safety, they may face difficulties such as infrastructure malfunctions, cyber attacks, computer viruses, or other issues that could impact business operations, including data loss and confidential information leakage. As a result, the functionality of our products may be compromised.",Negative
1224,"Information technology, networks, and systems have taken measures for safe operation, but due to infrastructure disorders, cyber attacks, computer viruses, etc., various business activities, loss of data, leakage of confidential information. , There is a possibility that a decrease in the function of our products will occur.",Negative
1225,"The Group's business performance and financial status may negatively impact countermeasures costs, product credit, and brand image damage in this case.",Negative
1226,"The Group's business performance and financial status may negatively impact countermeasures costs, product credit, and brand image damage.",Negative
1227,"This could lead to negative effects on countermeasures costs, the credit of our products, and brand image damage, depending on the Group's business performance and financial status.",Negative
1228,"This could lead to negative effects on countermeasures costs, the credit of our products, and brand image damage, depending on the Group's financial performance and business performance.",Negative
1229,"In this case, there is a possibility that the Group's business performance and financial status of the Group may have a negative effect on the incidence of countermeasures costs, the loss of the credit of our products, and the damage of the brand image.",Negative
1230,"Our Group's social reputation and reputation may suffer due to insufficient content or speed, which could potentially harm its business performance and financial status if laws and regulations are not violated in the future.",Negative
1231,"Our Group's social reputation and reputation may suffer due to insufficient content or speed, which could potentially harm its business performance and financial status.",Negative
1232,"There is no guarantee that future violations of laws and regulations will occur, and if the facts are accurate or speedy, it could negatively impact the Group's social reputation and reputation. Furthermore, our Group may suffer a negative impact on its business performance and financial status.",Negative
1233,"There is no guarantee that future violations of laws and regulations will occur, and if the facts are accurate or speedy, it could negatively impact the Group's social reputation and reputation. Furthermore, our Group may suffer consequences in terms of its financial performance and business performance.",Negative
1234,"However, there is no possibility that violation of laws and regulations will occur in the future, and if the facts of violations of laws and regulations, or if the content or speed is insufficient, it will have a negative impact on the social credit and reputation of the Group. , Our Group's business performance and financial status may have a negative effect.",Negative
1235,"On the other hand, when it comes to manufacturing and selling abroad, there are various governments and regulations governing each government's activities, changes in social and political conditions, delays in transportation, electricity, communication, foreign exchange restrictions, skilled labor shortages, regional change in working environment, tax reforms in each country, uncertainty of tax execution by tax authorities, protection trade regulations, various local scientific risks, and other legal and regulatory measures related to Epson products.",Negative
1236,"On the other hand, when it comes to manufacturing and selling abroad, there are various governments and regulations governing each government's activities, changes in social and political conditions, delays in transportation, electricity, communication, foreign exchange restrictions, skilled labor shortages, regional change in working environment, tax reforms in each country, uncertainty of tax execution by tax authorities, protection trade regulations, various local scientific risks, and other legal and regulatory measures on Epson products.",Negative
1237,"However, in terms of overseas manufacturing and sales, there are various governments and regulations governing such activities, as well as changes in social/politics and economic conditions, delays in transportation, communication, labor force development, foreign exchange restrictions, regional changes within the working environment, tax reforms in each country, uncertainty surrounding tax execution by local tax authorities, protection trade regulations, and other laws.",Negative
1238,"Conversely, regarding manufacturing and sales abroad, there are various governments and regulations governing such activities, as well as changes in social, political, economic, labor, foreign exchange, tax reforms in each country.",Negative
1239,"On the other hand, regarding manufacturing and sales overseas, various governments and regulations related to the manufacturing and sales of each government, changes in social / politics and economic conditions, delays in transportation, electricity and communication, etc., foreign exchange restrictions, skilled. Labor force, regional change in working environment, tax reforms in each country, uncertainty of tax execution by tax authorities, protection trade regulations, various local scientific risks, and other laws and regulations on importing and exporting Epson products. There is a risk of inevitable overseas business development, such as regulations.",Negative
1240,"Moreover, Epson has obtained parts and other components from multiple suppliers, but the difficulty in obtaining replacements from other providers means that only one company can be acquired.",Negative
1241,"Epson has obtained parts and other resources from various companies, but the difficulty in obtaining replacement parts from other firms means that only one company can be procured.",Negative
1242,"Moreover, Epson has obtained parts and other components from multiple suppliers, but the difficulty in obtaining replacements from other providers means that only one company can be procured.",Negative
1243,"Epson has obtained parts and other resources from various companies, but the difficulty in obtaining replacement parts from other firms means that only one company can be acquired.",Negative
1244,"In addition, Epson has procured from multiple companies regarding parts, etc., but specific parts, etc. may be difficult to procure alternatives from other companies, so only one company may be procured.",Negative
1245,"Epson aims to establish stable and efficient procurement activities by cooperating with the destination to maintain and improve quality and reduce cost reduction activities. However, if it is a supply from these procurement destinations, any deficiency or the quality of the supplied parts may interfere with manufacturing and sales activities and affect Epon's business performance.",Negative
1246,"Epson aims to establish stable and efficient procurement activities by cooperating with the destination to maintain and improve quality and reduce cost reduction activities. However, if it is a supply from these procurement destinations, any deficiency or the quality of the supplied parts may interfere with manufacturing and sales activities and impact Epsons' business performance.",Negative
1247,"The objective of Epson is to establish stable and efficient procurement activities by collaborating with the destination to maintain, improve, and reduce cost reduction activities. However, if it is a supply from these procurement destinations, the deficiency or quality of the supplied parts may interfere with manufacturing and sales activities and affect Epon's business performance.",Negative
1248,"The objective of Epson is to establish stable and efficient procurement activities by collaborating with the destination to maintain, improve, and reduce cost reduction activities. However, if it is a supply from these procurement destinations, the deficiency or quality of the supplied parts may interfere with manufacturing and sales activities and affect Epon's business performance in some cases.",Negative
1249,"Epson plans to develop stable and efficient procurement activities by working together with the destination to maintain and improve quality and reduce cost reduction activities, but if it is a supply from these procurement destinations. If the deficiency or the quality of the supplied parts may interfere with manufacturing and sales activities, it may affect Epson's business performance.",Negative
1250,"In cases where Epson's products are not in line with their respective standards or regulations, they will be held accountable by the company for compensating a defective product, such as replacing or repairing it, provided that the product is of human origin. Conversely, if you cause physical harm, you may be responsible for manufacturing.",Negative
1251,"In cases where Epson's products are not in line with their respective standards or regulations, they will be held accountable by the company for compensating a defective product, such as replacing or repairing it, provided that the product is of human origin. Conversely, if you cause physical damage, you may be responsible for manufacturing.",Negative
1252,"In the event that Epson's products are not in line with their manufacturing standards or guidelines, they will be held responsible for compensating defective products, such as replacing or repairing them, and if the product is made of human material, then they may also have to bear the cost of manufacturing.",Negative
1253,"In the event that Epson's products are not in line with their manufacturing standards or guidelines, they will be held responsible for compensating defective products, such as replacing or repairing them, and if the product is made of human material, then they may also be accountable for manufacturing.",Negative
1254,"If Epson's products do not comply with defective products or standards, Epson will bear the cost of compensating defective products, such as replacing or repairing the product, and the product is human. Or, if you cause physical damage, you may be liable for manufacturing.",Negative
1255,"Furthermore, it is possible that customers or other entities may have to bear the cost of presenting Epson's product in a way that conveys its benefits or incurring costs for enhancements.",Negative
1256,"Furthermore, it is possible that customers or other entities may have to bear the cost of presenting Epson's product in a way that conveys its benefits or incurring expenses for enhancements.",Negative
1257,"Further to this, customers and others may have to bear the cost of either showing off or explaining the performance of Epson's product, or paying for improvements.",Negative
1258,"Further to this, customers and others may have to bear the cost of either showing off or explaining the performance of Epson's product, or pay for improvements.",Negative
1259,"In addition, there is a possibility that customers, etc. may be responsible for the appropriate display or explanation of the performance of Epson's product, or incur costs for improvements.",Negative
1260,"Additionally, if Epson experiences quality issues with their products, it could have consequences for the company's business outcomes, such as reducing customer loyalty, reliability, or demand.",Negative
1261,"Additionally, if Epson experiences quality issues with their products, it could have consequences for the company's business outcomes, such as reducing customer loyalty, reliability, and demand.",Negative
1262,"Furthermore, the occurrence of quality issues with Epson's products may impact its business results, such as weakening its dependability, experiencing customer losses, or experiencing a decrease in demand for the product.",Negative
1263,"Furthermore, the occurrence of quality issues with Epson's products may impact its business results, such as weakening its dependability, experiencing customer losses, or seeing a decrease in demand for the product.",Negative
1264,"Furthermore, if such quality problems occur in Epson's products, it will affect Epson's business results, such as impairing Epson's reliability, loss of customers or decreasing demand for the product. It may be.",Negative
1265,"Although Epson has never faced significant environmental issues, it may face future challenges such as costs associated with purification, fines, or the possibility of closure. This could lead to enforcement and a significant cost burden on the company's operations, potentially damaging its business performance.",Negative
1266,"Although Epson has never faced significant environmental issues, it may face future challenges such as costs associated with purification, fines, or the possibility of closure. This could lead to enforcement and a significant cost burden on the company's operations, potentially impacting its business performance.",Negative
1267,"There have been no major environmental concerns for Epson, but in the future, there could be expenses related to damages, purification, potential penalties, and the possibility of new regulations. If implemented, it may result in a significant cost burden on the company, which could impact its business performance.",Negative
1268,"There have been no major environmental concerns for Epson, but in the future, there could be expenses related to damages, purification, potential penalties, and the possibility of new regulations. If implemented, it may result in a significant cost burden on the company, potentially impacting its business.",Negative
1269,"Epson has never had serious environmental problems, but in the future, environmental issues may occur, such as expenses such as damages, purification, etc., and the possibility of being fined or discontinued, or new regulations. It may be enforced and a large cost burden may be required, and if such a situation is realized, it may affect Epson's business performance.",Negative
1270,"if relevant laws and regulations are infringed upon, or related authorities carry out such an investigation; hinder Epson’s sales activities; influence of the social trust[clarification needed]; sanctions (where applicable); risks placed on business operations, including costs incurred for complying with the legal. I also have sex.",Negative
1271,"if relevant laws and regulations are infringed upon, or related authorities carry out such an investigation; hinder Epson’s sales activities; influence of the social trust[clarification needed]; sanctions (where applicable); risks placed on business operations, including costs incurred for complying with the legal. I also have sex.?",Negative
1272,"In the event that Epson violates these laws and regulations, or if related authorities implement a survey or procedure, there may be repercussions such as hindering their sales activities, losing their social trust, facing severe consequences, and potential financial losses for not following legal regulations.",Negative
1273,"In the event that Epson violates these laws and regulations, or if related authorities implement a survey or procedure, there may be repercussions such as hindering their sales activities, losing their social trust, facing severe consequences, and potential financial losses for not following legal guidelines.",Negative
1274,"In the event of a violation of these relevant laws and regulations, or if a survey or procedure is implemented by related authorities, there is a hinder of Epson's sales activities, or the social trust of Epson, or a large amount of sanctions. In addition to being imposed, there is a risk of restrictions on business activities, and the expenses for complying with the legal regulations can affect Epson's business results and future business development. I have sex.",Negative
1275,The Consumer Protection Law was invoked by the consumer protection group of France in 2017 to file a claim for inkjet printers sold in France.,Negative
1276,The Consumer Protection Law was invoked by the consumer protection organization of France in 2017 to file a claim for inkjet printers sold in the country.,Negative
1277,"In 2017, the consumer protection law of France was used to file a claim against inkjet printers sold by its consumer organization.",Negative
1278,"In 2017, the consumer protection law of France was used to file a claim against inkjet printers sold by its consumer group.",Negative
1279,"In 2017, the country's consumer organization has filed a claim based on the Consumer Protection Law for inkjet printers sold in France.",Negative
1280,"Predicting the survey's progress, results, endpoints, business performance, and future business growth is not easy.",Negative
1281,"Predicting the survey's progress, results, endpoints, business performance, and future business development is not easy.",Negative
1282,"It is not easy to predict the survey's progress, results and outcome, as well as the future business growth and performance of Epson.",Negative
1283,"Forecasting the survey's progress, results, and future business growth are challenging due to unpredictability.",Negative
1284,"It is difficult to predict the progress of the survey at this time, the results, the end of the end, the Epson's business performance, and the future business development.",Negative
1285,"In Japan and abroad, Epson's business activities are primarily focused on developing, manufacturing, sales, and services for products related to printing solutions, visual communication, wearable, industrial products. Due to these characteristics, there may be litigation and legal proceedings initiated.",Negative
